lead_time,cloud_cover_fcst,kt_fcst,ghi_fcst,ghi_clear_sky
48,5.0,0.7061197907454245,270.0,382.37138165320505
72,0.0,0.7113503077139092,272.0,382.37138165320505
24,0.0,0.8273153343195122,459.0,554.8065906182425
48,5.0,0.8237104744749827,457.0,554.8065906182425
72,0.0,0.8255129043972474,458.0,554.8065906182425
24,0.0,0.8992724873861268,606.0,673.8780608772229
48,0.0,0.8948206433891658,603.0,673.8780608772229
72,0.0,0.8977885393871398,605.0,673.8780608772229
24,0.0,0.9523090105819576,695.0,729.8051286685657
48,0.0,0.9454578666209363,690.0,729.8051286685657
72,0.0,0.9509387817897533,694.0,729.8051286685657
24,0.0,0.9967952075935348,716.0,718.302008823426
48,5.0,0.9898343472053117,711.0,718.302008823426
72,0.0,0.9954030355158902,715.0,718.302008823426
24,0.0,1.0417912430839669,667.0,640.2434311364631
48,0.0,1.0402293371722968,666.0,640.2434311364631
72,67.0,0.8371815686551818,536.0,640.2434311364631
24,0.0,1.1102126047049181,557.0,501.7057072127588
48,0.0,1.1062262039698916,555.0,501.7057072127588
72,0.0,1.108219404337405,556.0,501.7057072127588
24,0.0,1.2520359990094594,394.0,314.68743735141055
48,0.0,1.2488582426667958,393.0,314.68743735141055
72,0.0,1.2488582426667958,393.0,314.68743735141055
24,0.0,1.5,202.0,104.2114821013177
48,0.0,1.5,201.0,104.2114821013177
72,7.0,1.5,201.0,104.2114821013177
24,35.0,0.4420315540889683,79.0,178.72027295159918
48,27.0,0.43643621796125986,78.0,178.72027295159918
72,45.0,0.4196502095781345,75.0,178.72027295159918
24,0.0,0.6857103324378279,265.0,386.46056135376534
48,48.0,0.5744441275516897,222.0,386.46056135376534
